State,Date,Cured(cumsum),Deaths(cumsum),Confirmed(cumsum),Cured,Deaths,Confirmed
Andaman and Nicobar Islands,2020-03-26,0,0,1,0,0,1
Andaman and Nicobar Islands,2020-03-27,0,0,1,0,0,0
Andaman and Nicobar Islands,2020-03-28,0,0,6,0,0,5
Andaman and Nicobar Islands,2020-03-29,0,0,9,0,0,3
Andaman and Nicobar Islands,2020-03-30,0,0,9,0,0,0
Andaman and Nicobar Islands,2020-03-31,0,0,10,0,0,1
Andaman and Nicobar Islands,2020-04-01,0,0,10,0,0,0
Andaman and Nicobar Islands,2020-04-02,0,0,10,0,0,0
Andaman and Nicobar Islands,2020-04-03,0,0,10,0,0,0
Andaman and Nicobar Islands,2020-04-04,0,0,10,0,0,0
Andaman and Nicobar Islands,2020-04-05,0,0,10,0,0,0
Andaman and Nicobar Islands,2020-04-06,0,0,10,0,0,0
Andaman and Nicobar Islands,2020-04-07,0,0,10,0,0,0
Andaman and Nicobar Islands,2020-04-08,0,0,10,0,0,0
Andaman and Nicobar Islands,2020-04-09,0,0,11,0,0,1
Andaman and Nicobar Islands,2020-04-10,0,0,11,0,0,0
Andaman and Nicobar Islands,2020-04-11,0,0,11,0,0,0
Andaman and Nicobar Islands,2020-04-12,10,0,11,10,0,0
Andaman and Nicobar Islands,2020-04-13,10,0,11,0,0,0
Andaman and Nicobar Islands,2020-04-14,10,0,11,0,0,0
Andaman and Nicobar Islands,2020-04-15,10,0,11,0,0,0
Andaman and Nicobar Islands,2020-04-16,10,0,11,0,0,0
Andaman and Nicobar Islands,2020-04-17,10,0,11,0,0,0
Andaman and Nicobar Islands,2020-04-18,11,0,12,1,0,1
Andaman and Nicobar Islands,2020-04-19,11,0,14,0,0,2
Andaman and Nicobar Islands,2020-04-20,11,0,15,0,0,1
Andaman and Nicobar Islands,2020-04-21,11,0,16,0,0,1
Andaman and Nicobar Islands,2020-04-22,11,0,17,0,0,1
Andaman and Nicobar Islands,2020-04-23,11,0,18,0,0,1
Andaman and Nicobar Islands,2020-04-24,11,0,22,0,0,4
Andaman and Nicobar Islands,2020-04-25,11,0,27,0,0,5
Andaman and Nicobar Islands,2020-04-26,11,0,33,0,0,6
Andaman and Nicobar Islands,2020-04-27,11,0,33,0,0,0
Andaman and Nicobar Islands,2020-04-28,11,0,33,0,0,0
Andaman and Nicobar Islands,2020-04-29,15,0,33,4,0,0
Andaman and Nicobar Islands,2020-04-30,15,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-01,16,0,33,1,0,0
Andaman and Nicobar Islands,2020-05-02,16,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-03,17,0,33,1,0,0
Andaman and Nicobar Islands,2020-05-04,32,0,33,15,0,0
Andaman and Nicobar Islands,2020-05-05,32,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-06,32,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-07,32,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-08,33,0,33,1,0,0
Andaman and Nicobar Islands,2020-05-09,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-10,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-11,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-12,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-13,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-14,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-15,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-16,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-17,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-18,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-19,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-20,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-21,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-22,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-23,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-24,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-25,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-26,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-27,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-28,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-29,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-30,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-05-31,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-06-01,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-06-02,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-06-03,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-06-04,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-06-05,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-06-06,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-06-07,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-06-08,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-06-09,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-06-10,33,0,33,0,0,0
Andaman and Nicobar Islands,2020-06-11,33,0,34,0,0,1
Andaman and Nicobar Islands,2020-06-12,33,0,38,0,0,4
Andaman and Nicobar Islands,2020-06-13,33,0,38,0,0,0
Andaman and Nicobar Islands,2020-06-14,33,0,38,0,0,0
Andaman and Nicobar Islands,2020-06-15,33,0,38,0,0,0
Andaman and Nicobar Islands,2020-06-16,33,0,41,0,0,3
Andaman and Nicobar Islands,2020-06-17,33,0,44,0,0,3
Andaman and Nicobar Islands,2020-06-18,33,0,44,0,0,0
Andaman and Nicobar Islands,2020-06-19,33,0,44,0,0,0
Andaman and Nicobar Islands,2020-06-20,35,0,45,2,0,1
Andaman and Nicobar Islands,2020-06-21,36,0,47,1,0,2
Andaman and Nicobar Islands,2020-06-22,37,0,48,1,0,1
Andaman and Nicobar Islands,2020-06-23,37,0,48,0,0,0
Andaman and Nicobar Islands,2020-06-24,40,0,50,3,0,2
Andaman and Nicobar Islands,2020-06-25,43,0,56,3,0,6
Andaman and Nicobar Islands,2020-06-26,43,0,59,0,0,3
Andaman and Nicobar Islands,2020-06-27,43,0,72,0,0,13
Andaman and Nicobar Islands,2020-06-28,43,0,72,0,0,0
Andaman and Nicobar Islands,2020-06-29,45,0,76,2,0,4
Andaman and Nicobar Islands,2020-06-30,46,0,90,1,0,14
Andaman and Nicobar Islands,2020-07-01,50,0,97,4,0,7
Andaman and Nicobar Islands,2020-07-02,50,0,100,0,0,3
Andaman and Nicobar Islands,2020-07-03,51,0,109,1,0,9
Andaman and Nicobar Islands,2020-07-04,54,0,116,3,0,7
Andaman and Nicobar Islands,2020-07-05,66,0,119,12,0,3
Andaman and Nicobar Islands,2020-07-06,72,0,125,6,0,6
Andaman and Nicobar Islands,2020-07-07,74,0,141,2,0,16
Andaman and Nicobar Islands,2020-07-08,75,0,147,1,0,6
Andaman and Nicobar Islands,2020-07-09,77,0,149,2,0,2
Andaman and Nicobar Islands,2020-07-10,83,0,151,6,0,2
Andaman and Nicobar Islands,2020-07-11,92,0,156,9,0,5
Andaman and Nicobar Islands,2020-07-12,93,0,163,1,0,7
Andaman and Nicobar Islands,2020-07-13,93,0,163,0,0,0
Andaman and Nicobar Islands,2020-07-14,109,0,166,16,0,3
Andaman and Nicobar Islands,2020-07-15,109,0,166,0,0,0
Andaman and Nicobar Islands,2020-07-16,130,0,176,21,0,10
Andaman and Nicobar Islands,2020-07-17,133,0,180,3,0,4
Andaman and Nicobar Islands,2020-07-18,142,0,194,9,0,14
Andaman and Nicobar Islands,2020-07-19,145,0,198,3,0,4
Andaman and Nicobar Islands,2020-07-20,145,0,203,0,0,5
Andaman and Nicobar Islands,2020-07-21,152,0,207,7,0,4
Andaman and Nicobar Islands,2020-07-22,159,0,212,7,0,5
Andaman and Nicobar Islands,2020-07-23,163,0,221,4,0,9
Andaman and Nicobar Islands,2020-07-24,170,0,240,7,0,19
Andaman and Nicobar Islands,2020-07-25,174,0,259,4,0,19
Andaman and Nicobar Islands,2020-07-26,176,0,290,2,0,31
Andaman and Nicobar Islands,2020-07-27,182,0,324,6,0,34
Andaman and Nicobar Islands,2020-07-28,192,1,338,10,1,14
Andaman and Nicobar Islands,2020-07-29,196,1,363,4,0,25
Andaman and Nicobar Islands,2020-07-30,201,2,428,5,1,65
Andaman and Nicobar Islands,2020-07-31,201,4,471,0,2,43
Andaman and Nicobar Islands,2020-08-01,214,5,548,13,1,77
Andaman and Nicobar Islands,2020-08-02,226,7,636,12,2,88
Andaman and Nicobar Islands,2020-08-03,242,8,734,16,1,98
Andaman and Nicobar Islands,2020-08-04,263,10,830,21,2,96
Andaman and Nicobar Islands,2020-08-05,277,12,928,14,2,98
Andaman and Nicobar Islands,2020-08-06,326,14,1027,49,2,99
Andaman and Nicobar Islands,2020-08-07,355,16,1123,29,2,96
Andaman and Nicobar Islands,2020-08-08,425,19,1222,70,3,99
Andaman and Nicobar Islands,2020-08-09,500,20,1351,75,1,129
Andaman and Nicobar Islands,2020-08-10,648,20,1490,148,0,139
Andaman and Nicobar Islands,2020-08-11,709,20,1625,61,0,135
Andaman and Nicobar Islands,2020-08-12,749,21,1764,40,1,139
Andaman and Nicobar Islands,2020-08-13,829,21,1900,80,0,136
Andaman and Nicobar Islands,2020-08-14,924,22,2037,95,1,137
Andaman and Nicobar Islands,2020-08-15,1032,24,2186,108,2,149
Andaman and Nicobar Islands,2020-08-16,1128,24,2306,96,0,120
Andaman and Nicobar Islands,2020-08-17,1226,28,2399,98,4,93
Andaman and Nicobar Islands,2020-08-18,1325,29,2445,99,1,46
Andaman and Nicobar Islands,2020-08-19,1421,30,2529,96,1,84
Andaman and Nicobar Islands,2020-08-20,1529,30,2604,108,0,75
Andaman and Nicobar Islands,2020-08-21,1638,31,2680,109,1,76
Andaman and Nicobar Islands,2020-08-22,1744,32,2747,106,1,67
Andaman and Nicobar Islands,2020-08-23,1853,32,2808,109,0,61
Andaman and Nicobar Islands,2020-08-24,1963,33,2860,110,1,52
Andaman and Nicobar Islands,2020-08-25,2092,35,2904,129,2,44
Andaman and Nicobar Islands,2020-08-26,2231,37,2945,139,2,41
Andaman and Nicobar Islands,2020-08-27,2309,41,2985,78,4,40
Andaman and Nicobar Islands,2020-08-28,2374,42,3018,65,1,33
Andaman and Nicobar Islands,2020-08-29,2444,42,3050,70,0,32
Andaman and Nicobar Islands,2020-08-30,2519,44,3081,75,2,31
Andaman and Nicobar Islands,2020-08-31,2586,45,3104,67,1,23
Andaman and Nicobar Islands,2020-09-01,2647,46,3132,61,1,28
Andaman and Nicobar Islands,2020-09-02,2714,46,3160,67,0,28
Andaman and Nicobar Islands,2020-09-03,2758,47,3186,44,1,26
Andaman and Nicobar Islands,2020-09-04,2823,48,3223,65,1,37
Andaman and Nicobar Islands,2020-09-05,2863,49,3257,40,1,34
Andaman and Nicobar Islands,2020-09-06,2904,50,3292,41,1,35
Andaman and Nicobar Islands,2020-09-07,2951,50,3332,47,0,40
Andaman and Nicobar Islands,2020-09-08,2997,50,3359,46,0,27
Andaman and Nicobar Islands,2020-09-09,3035,50,3392,38,0,33
Andaman and Nicobar Islands,2020-09-10,3078,51,3426,43,1,34
Andaman and Nicobar Islands,2020-09-11,3121,51,3465,43,0,39
Andaman and Nicobar Islands,2020-09-12,3157,51,3494,36,0,29
Andaman and Nicobar Islands,2020-09-13,3202,51,3521,45,0,27
Andaman and Nicobar Islands,2020-09-14,3243,51,3546,41,0,25
Andaman and Nicobar Islands,2020-09-15,3278,52,3557,35,1,11
Andaman and Nicobar Islands,2020-09-16,3318,52,3574,40,0,17
Andaman and Nicobar Islands,2020-09-17,3345,52,3593,27,0,19
Andaman and Nicobar Islands,2020-09-18,3378,52,3604,33,0,11
Andaman and Nicobar Islands,2020-09-19,3414,52,3631,36,0,27
Andaman and Nicobar Islands,2020-09-20,3436,52,3644,22,0,13
Andaman and Nicobar Islands,2020-09-21,3452,52,3651,16,0,7
Andaman and Nicobar Islands,2020-09-22,3469,52,3673,17,0,22
Andaman and Nicobar Islands,2020-09-23,3479,52,3691,10,0,18
Andaman and Nicobar Islands,2020-09-24,3494,52,3712,15,0,21
Andaman and Nicobar Islands,2020-09-25,3503,52,3744,9,0,32
Andaman and Nicobar Islands,2020-09-26,3528,52,3759,25,0,15
Andaman and Nicobar Islands,2020-09-27,3551,52,3774,23,0,15
Andaman and Nicobar Islands,2020-09-28,3553,53,3794,2,1,20
Andaman and Nicobar Islands,2020-09-29,3582,53,3803,29,0,9
Andaman and Nicobar Islands,2020-09-30,3587,53,3821,5,0,18
Andaman and Nicobar Islands,2020-10-01,3608,53,3835,21,0,14
Andaman and Nicobar Islands,2020-10-02,3623,53,3848,15,0,13
Andaman and Nicobar Islands,2020-10-03,3631,53,3858,8,0,10
Andaman and Nicobar Islands,2020-10-04,3642,53,3868,11,0,10
Andaman and Nicobar Islands,2020-10-05,3649,53,3884,7,0,16
Andaman and Nicobar Islands,2020-10-06,3659,54,3899,10,1,15
Andaman and Nicobar Islands,2020-10-07,3678,54,3912,19,0,13
Andaman and Nicobar Islands,2020-10-08,3696,54,3935,18,0,23
Andaman and Nicobar Islands,2020-10-09,3707,55,3952,11,1,17
Andaman and Nicobar Islands,2020-10-10,3724,55,3976,17,0,24
Andaman and Nicobar Islands,2020-10-11,3744,55,3992,20,0,16
Andaman and Nicobar Islands,2020-10-12,3764,55,4005,20,0,13
Andaman and Nicobar Islands,2020-10-13,3770,55,4023,6,0,18
Andaman and Nicobar Islands,2020-10-14,3782,55,4036,12,0,13
Andaman and Nicobar Islands,2020-10-15,3796,55,4046,14,0,10
Andaman and Nicobar Islands,2020-10-16,3817,55,4062,21,0,16
Andaman and Nicobar Islands,2020-10-17,3831,56,4072,14,1,10
Andaman and Nicobar Islands,2020-10-18,3848,56,4083,17,0,11
Andaman and Nicobar Islands,2020-10-19,3868,56,4108,20,0,25
Andaman and Nicobar Islands,2020-10-20,3892,56,4126,24,0,18
Andaman and Nicobar Islands,2020-10-21,3902,56,4141,10,0,15
Andaman and Nicobar Islands,2020-10-22,3913,56,4168,11,0,27
Andaman and Nicobar Islands,2020-10-23,3937,57,4184,24,1,16
Andaman and Nicobar Islands,2020-10-24,3945,58,4207,8,1,23
Andaman and Nicobar Islands,2020-10-25,3968,58,4225,23,0,18
Andaman and Nicobar Islands,2020-10-26,3983,58,4245,15,0,20
Andaman and Nicobar Islands,2020-10-27,3997,58,4253,14,0,8
Andaman and Nicobar Islands,2020-10-28,4019,58,4274,22,0,21
Andaman and Nicobar Islands,2020-10-29,4039,58,4289,20,0,15
Andaman and Nicobar Islands,2020-10-30,4054,59,4305,15,1,16
Andaman and Nicobar Islands,2020-10-31,4076,59,4317,22,0,12
Andaman and Nicobar Islands,2020-11-01,4100,59,4332,24,0,15
Andaman and Nicobar Islands,2020-11-02,4112,60,4340,12,1,8
Andaman and Nicobar Islands,2020-11-03,4132,60,4352,20,0,12
Andaman and Nicobar Islands,2020-11-04,4153,60,4372,21,0,20
Andaman and Nicobar Islands,2020-11-05,4163,60,4389,10,0,17
Andaman and Nicobar Islands,2020-11-06,4175,60,4403,12,0,14
Andaman and Nicobar Islands,2020-11-07,4194,60,4420,19,0,17
Andaman and Nicobar Islands,2020-11-08,4206,60,4441,12,0,21
Andaman and Nicobar Islands,2020-11-09,4221,60,4450,15,0,9
Andaman and Nicobar Islands,2020-11-10,4239,60,4463,18,0,13
Andaman and Nicobar Islands,2020-11-11,4255,60,4477,16,0,14
Andaman and Nicobar Islands,2020-11-12,4267,60,4494,12,0,17
Andaman and Nicobar Islands,2020-11-13,4282,61,4507,15,1,13
Andaman and Nicobar Islands,2020-11-14,4304,61,4518,22,0,11
Andaman and Nicobar Islands,2020-11-15,4315,61,4527,11,0,9
Andaman and Nicobar Islands,2020-11-16,4330,61,4536,15,0,9
Andaman and Nicobar Islands,2020-11-17,4346,61,4557,16,0,21
Andaman and Nicobar Islands,2020-11-18,4363,61,4574,17,0,17
Andaman and Nicobar Islands,2020-11-19,4378,61,4593,15,0,19
Andaman and Nicobar Islands,2020-11-20,4398,61,4604,20,0,11
Andaman and Nicobar Islands,2020-11-21,4408,61,4617,10,0,13
Andaman and Nicobar Islands,2020-11-22,4428,61,4631,20,0,14
Andaman and Nicobar Islands,2020-11-23,4440,61,4641,12,0,10
Andaman and Nicobar Islands,2020-11-24,4453,61,4656,13,0,15
Andaman and Nicobar Islands,2020-11-25,4464,61,4667,11,0,11
Andaman and Nicobar Islands,2020-11-26,4479,61,4677,15,0,10
Andaman and Nicobar Islands,2020-11-27,4491,61,4682,12,0,5
Andaman and Nicobar Islands,2020-11-28,4508,61,4689,17,0,7
Andaman and Nicobar Islands,2020-11-29,4518,61,4698,10,0,9
Andaman and Nicobar Islands,2020-11-30,4537,61,4704,19,0,6
Andaman and Nicobar Islands,2020-12-01,4550,61,4710,13,0,6
Andaman and Nicobar Islands,2020-12-02,4566,61,4718,16,0,8
Andaman and Nicobar Islands,2020-12-03,4583,61,4723,17,0,5
Andaman and Nicobar Islands,2020-12-04,4597,61,4729,14,0,6
Andaman and Nicobar Islands,2020-12-05,4611,61,4742,14,0,13
Andaman and Nicobar Islands,2020-12-06,4616,61,4747,5,0,5
Andaman and Nicobar Islands,2020-12-07,4624,61,4758,8,0,11
Andaman and Nicobar Islands,2020-12-08,4631,61,4773,7,0,15
Andaman and Nicobar Islands,2020-12-09,4647,61,4778,16,0,5
Andaman and Nicobar Islands,2020-12-10,4647,61,4783,0,0,5
Andaman and Nicobar Islands,2020-12-11,4652,61,4791,5,0,8
Andaman and Nicobar Islands,2020-12-12,4659,61,4798,7,0,7
Andaman and Nicobar Islands,2020-12-13,4665,61,4805,6,0,7
Andaman and Nicobar Islands,2020-12-14,4673,61,4818,8,0,13
Andaman and Nicobar Islands,2020-12-15,4681,61,4773,8,0,-45
Andaman and Nicobar Islands,2020-12-16,4688,61,4842,7,0,69
Andaman and Nicobar Islands,2020-12-17,4698,61,4850,10,0,8
Andaman and Nicobar Islands,2020-12-18,4707,61,4860,9,0,10
Andaman and Nicobar Islands,2020-12-19,4712,61,4869,5,0,9
Andaman and Nicobar Islands,2020-12-20,4719,61,4875,7,0,6
Andaman and Nicobar Islands,2020-12-21,4732,61,4881,13,0,6
Andaman and Nicobar Islands,2020-12-22,4740,62,4888,8,1,7
Andaman and Nicobar Islands,2020-12-23,4749,62,4893,9,0,5
Andaman and Nicobar Islands,2020-12-24,4761,62,4896,12,0,3
Andaman and Nicobar Islands,2020-12-25,4775,62,4901,14,0,5
Andaman and Nicobar Islands,2020-12-26,4781,62,4912,6,0,11
Andaman and Nicobar Islands,2020-12-27,4789,62,4912,8,0,0
Andaman and Nicobar Islands,2020-12-28,4798,62,4924,9,0,12
Andaman and Nicobar Islands,2020-12-29,4803,62,4929,5,0,5
Andaman and Nicobar Islands,2020-12-30,4811,62,4936,8,0,7
Andaman and Nicobar Islands,2020-12-31,4820,62,4941,9,0,5
Andaman and Nicobar Islands,2021-01-01,4826,62,4945,6,0,4
Andaman and Nicobar Islands,2021-01-02,4830,62,4946,4,0,1
Andaman and Nicobar Islands,2021-01-03,4837,62,4947,7,0,1
Andaman and Nicobar Islands,2021-01-04,4846,62,4948,9,0,1
Andaman and Nicobar Islands,2021-01-05,4848,62,4948,2,0,0
Andaman and Nicobar Islands,2021-01-06,4856,62,4949,8,0,1
Andaman and Nicobar Islands,2021-01-07,4859,62,4949,3,0,0
Andaman and Nicobar Islands,2021-01-08,4864,62,4958,5,0,9
Andaman and Nicobar Islands,2021-01-09,4866,62,4959,2,0,1
Andaman and Nicobar Islands,2021-01-10,4873,62,4959,7,0,0
Andaman and Nicobar Islands,2021-01-11,4875,62,4960,2,0,1
Andaman and Nicobar Islands,2021-01-12,4884,62,4963,9,0,3
Andaman and Nicobar Islands,2021-01-13,4886,62,4966,2,0,3
Andaman and Nicobar Islands,2021-01-14,4891,62,4969,5,0,3
Andaman and Nicobar Islands,2021-01-15,4891,62,4976,0,0,7
Andaman and Nicobar Islands,2021-01-16,4895,62,4979,4,0,3
Andaman and Nicobar Islands,2021-01-17,4895,62,4982,0,0,3
Andaman and Nicobar Islands,2021-01-18,4896,62,4983,1,0,1
Andaman and Nicobar Islands,2021-01-19,4897,62,4988,1,0,5
Andaman and Nicobar Islands,2021-01-20,4897,62,4989,0,0,1
Andaman and Nicobar Islands,2021-01-21,4900,62,4991,3,0,2
Andaman and Nicobar Islands,2021-01-22,4904,62,4991,4,0,0
Andaman and Nicobar Islands,2021-01-23,4907,62,4992,3,0,1
Andaman and Nicobar Islands,2021-01-24,4907,62,4993,0,0,1
Andaman and Nicobar Islands,2021-01-25,4908,62,4993,1,0,0
Andaman and Nicobar Islands,2021-01-26,4917,62,4994,9,0,1
Andaman and Nicobar Islands,2021-01-27,4917,62,4994,0,0,0
Andaman and Nicobar Islands,2021-01-28,4922,62,4994,5,0,0
Andaman and Nicobar Islands,2021-01-29,4924,62,4994,2,0,0
Andaman and Nicobar Islands,2021-01-30,4927,62,4994,3,0,0
Andaman and Nicobar Islands,2021-01-31,4928,62,4994,1,0,0
Andaman and Nicobar Islands,2021-02-01,4928,62,4994,0,0,0
Andaman and Nicobar Islands,2021-02-02,4932,62,4994,4,0,0
Andaman and Nicobar Islands,2021-02-03,4932,62,4994,0,0,0
Andaman and Nicobar Islands,2021-02-04,4932,62,4994,0,0,0
Andaman and Nicobar Islands,2021-02-05,4932,62,4994,0,0,0
Andaman and Nicobar Islands,2021-02-06,4932,62,4997,0,0,3
Andaman and Nicobar Islands,2021-02-07,4932,62,5000,0,0,3
Andaman and Nicobar Islands,2021-02-08,4932,62,5001,0,0,1
Andaman and Nicobar Islands,2021-02-09,4932,62,5005,0,0,4
Andaman and Nicobar Islands,2021-02-10,4932,62,5007,0,0,2
Andaman and Nicobar Islands,2021-02-11,4932,62,5007,0,0,0
Andaman and Nicobar Islands,2021-02-12,4932,62,5007,0,0,0
Andaman and Nicobar Islands,2021-02-13,4934,62,5007,2,0,0
Andaman and Nicobar Islands,2021-02-14,4938,62,5009,4,0,2
Andaman and Nicobar Islands,2021-02-15,4938,62,5009,0,0,0
Andaman and Nicobar Islands,2021-02-16,4938,62,5009,0,0,0
Andaman and Nicobar Islands,2021-02-17,4943,62,5013,5,0,4
Andaman and Nicobar Islands,2021-02-18,4944,62,5014,1,0,1
Andaman and Nicobar Islands,2021-02-19,4944,62,5014,0,0,0
Andaman and Nicobar Islands,2021-02-20,4948,62,5014,4,0,0
Andaman and Nicobar Islands,2021-02-21,4949,62,5014,1,0,0
Andaman and Nicobar Islands,2021-02-22,4949,62,5014,0,0,0
Andaman and Nicobar Islands,2021-02-23,4949,62,5015,0,0,1
Andaman and Nicobar Islands,2021-02-24,4949,62,5016,0,0,1
Andaman and Nicobar Islands,2021-02-25,4950,62,5016,1,0,0
Andaman and Nicobar Islands,2021-02-26,4952,62,5016,2,0,0
Andaman and Nicobar Islands,2021-02-27,4952,62,5017,0,0,1
Andaman and Nicobar Islands,2021-02-28,4952,62,5018,0,0,1
Andaman and Nicobar Islands,2021-03-01,4952,62,5020,0,0,2
Andaman and Nicobar Islands,2021-03-02,4952,62,5020,0,0,0
Andaman and Nicobar Islands,2021-03-03,4952,62,5020,0,0,0
Andaman and Nicobar Islands,2021-03-04,4952,62,5022,0,0,2
Andaman and Nicobar Islands,2021-03-05,4953,62,5024,1,0,2
Andaman and Nicobar Islands,2021-03-06,4954,62,5024,1,0,0
Andaman and Nicobar Islands,2021-03-07,4955,62,5024,1,0,0
Andaman and Nicobar Islands,2021-03-08,4955,62,5024,0,0,0
Andaman and Nicobar Islands,2021-03-09,4957,62,5026,2,0,2
Andaman and Nicobar Islands,2021-03-10,4958,62,5028,1,0,2
Andaman and Nicobar Islands,2021-03-11,4958,62,5028,0,0,0
Andaman and Nicobar Islands,2021-03-12,4960,62,5028,2,0,0
Andaman and Nicobar Islands,2021-03-13,4961,62,5029,1,0,1
Andaman and Nicobar Islands,2021-03-14,4964,62,5030,3,0,1
Andaman and Nicobar Islands,2021-03-15,4964,62,5031,0,0,1
Andaman and Nicobar Islands,2021-03-16,4966,62,5031,2,0,0
Andaman and Nicobar Islands,2021-03-17,4967,62,5032,1,0,1
Andaman and Nicobar Islands,2021-03-18,4967,62,5035,0,0,3
Andaman and Nicobar Islands,2021-03-19,4969,62,5036,2,0,1
Andaman and Nicobar Islands,2021-03-20,4969,62,5038,0,0,2
Andaman and Nicobar Islands,2021-03-21,4969,62,5038,0,0,0
Andaman and Nicobar Islands,2021-03-22,4969,62,5039,0,0,1
Andaman and Nicobar Islands,2021-03-23,4969,62,5039,0,0,0
Andaman and Nicobar Islands,2021-03-24,4972,62,5039,3,0,0
Andaman and Nicobar Islands,2021-03-25,4973,62,5041,1,0,2
Andaman and Nicobar Islands,2021-03-26,4974,62,5042,1,0,1
Andaman and Nicobar Islands,2021-03-27,4974,62,5043,0,0,1
Andaman and Nicobar Islands,2021-03-28,4975,62,5044,1,0,1
Andaman and Nicobar Islands,2021-03-29,4976,62,5046,1,0,2
Andaman and Nicobar Islands,2021-03-30,4976,62,5052,0,0,6
Andaman and Nicobar Islands,2021-03-31,4976,62,5081,0,0,29
Andaman and Nicobar Islands,2021-04-01,4976,62,5083,0,0,2
Andaman and Nicobar Islands,2021-04-02,4980,62,5084,4,0,1
Andaman and Nicobar Islands,2021-04-03,4981,62,5084,1,0,0
Andaman and Nicobar Islands,2021-04-04,4987,62,5098,6,0,14
Andaman and Nicobar Islands,2021-04-05,4990,62,5109,3,0,11
Andaman and Nicobar Islands,2021-04-06,5001,62,5116,11,0,7
Andaman and Nicobar Islands,2021-04-07,5010,62,5123,9,0,7
Andaman and Nicobar Islands,2021-04-08,5020,62,5131,10,0,8
Andaman and Nicobar Islands,2021-04-09,5027,62,5149,7,0,18
Andaman and Nicobar Islands,2021-04-10,5028,62,5161,1,0,12
Andaman and Nicobar Islands,2021-04-11,5038,62,5175,10,0,14
Andaman and Nicobar Islands,2021-04-12,5040,62,5190,2,0,15
Andaman and Nicobar Islands,2021-04-13,5050,62,5201,10,0,11
Andaman and Nicobar Islands,2021-04-14,5054,62,5209,4,0,8
Andaman and Nicobar Islands,2021-04-15,5078,63,5247,24,1,38
Andaman and Nicobar Islands,2021-04-16,5082,63,5262,4,0,15
Andaman and Nicobar Islands,2021-04-17,5110,63,5289,28,0,27
Andaman and Nicobar Islands,2021-04-18,5146,64,5331,36,1,42
Andaman and Nicobar Islands,2021-04-19,5200,64,5390,54,0,59
Andaman and Nicobar Islands,2021-04-20,5212,64,5421,12,0,31
Andaman and Nicobar Islands,2021-04-21,5243,64,5466,31,0,45
Andaman and Nicobar Islands,2021-04-22,5276,64,5490,33,0,24
Andaman and Nicobar Islands,2021-04-23,5309,65,5527,33,1,37
Andaman and Nicobar Islands,2021-04-24,5358,65,5569,49,0,42
Andaman and Nicobar Islands,2021-04-25,5410,66,5614,52,1,45
Andaman and Nicobar Islands,2021-04-26,5467,66,5665,57,0,51
Andaman and Nicobar Islands,2021-04-27,5520,66,5716,53,0,51
Andaman and Nicobar Islands,2021-04-28,5562,66,5764,42,0,48
Andaman and Nicobar Islands,2021-04-29,5606,67,5816,44,1,52
Andaman and Nicobar Islands,2021-04-30,5643,67,5875,37,0,59
Andaman and Nicobar Islands,2021-05-01,5701,67,5949,58,0,74
Andaman and Nicobar Islands,2021-05-02,5773,68,6046,72,1,97
Andaman and Nicobar Islands,2021-05-03,5798,69,6084,25,1,38
Andaman and Nicobar Islands,2021-05-04,5850,70,6150,52,1,66
Andaman and Nicobar Islands,2021-05-05,5879,70,6181,29,0,31
